lga_name,hvi_mean
Ibadan North-East,0.6653241099922103
Ibadan South-East,0.5756224961643368
Ibadan North,0.5709891100874979
Ibadan South-West,0.5187279328924641
Ibadan North-West,0.49913941459205347
Egbeda,0.3720249512353706
Ido,0.30426540338642516
Akinyele,0.28965016207846606
Lagelu,0.2782428108405313
Ona Ara,0.24746184387201767
Oluyole,0.2392421885658117
