variable,estimate,std_error,t_value,p_value
const,38.62231671637984,0.09527209597059653,405.38959831743074,0.0
ndvi,-5.049543842240638,0.23841679932226967,-21.179480039135726,6.426422323308216e-98
ndbi,24.573951913254746,0.2191535291432532,112.13121691137171,0.0
built_up_density,3.825635227012515e-05,1.046585126568413e-05,3.655350271942204,0.0002578359236216645
