lga_name,hvi_mean
Ibadan North-East,0.6174502168088501
Ibadan North,0.5271043007529868
Ibadan South-East,0.5255617278360231
Ibadan South-West,0.4771431564458445
Ibadan North-West,0.45872368582885614
Egbeda,0.2829112114316113
Ido,0.24642411717960613
Akinyele,0.23032360402262786
Lagelu,0.22757988636590495
Ona Ara,0.20630689365666277
Oluyole,0.1972716896507898
