year,lga_name,zone_type,lst_celsius_min,lst_celsius_mean,lst_celsius_max,lst_celsius_std
2015,Ibadan North-East,core_urban,29.558380126953125,34.69253819479345,37.6180419921875,0.9969006651958487
2015,Ibadan South-East,core_urban,26.813690185546875,33.87002784407319,36.5516357421875,1.2934803419371976
2015,Ibadan North,core_urban,25.959197998046875,33.49505721016322,36.8695068359375,1.4018564803818145
2015,Ibadan South-West,core_urban,27.565673828125,33.368868613946894,36.7738037109375,1.3020124149645078
2015,Ibadan North-West,core_urban,25.12518310546875,32.96975293314296,37.0780029296875,2.260482000787063
2015,Ido,peri_urban,23.96990966796875,29.439867815413667,39.453521728515625,2.6586895724725768
2015,Egbeda,peri_urban,24.10662841796875,29.42768002936374,39.80902099609375,2.9640846018188505
2015,Lagelu,peri_urban,23.96990966796875,28.024581313683342,37.1668701171875,2.8571783949827703
2015,Akinyele,peri_urban,23.85028076171875,27.945958865150992,50.162200927734375,2.7941771202238637
2015,Ona Ara,peri_urban,23.92547607421875,27.313402428666528,40.12005615234375,2.72365814514543
2015,Oluyole,peri_urban,23.44696044921875,26.93988755476437,40.05169677734375,1.9019613898192473
