year,lga_name,zone_type,lst_celsius_min,lst_celsius_mean,lst_celsius_max,lst_celsius_std
2025,Ibadan North-East,core_urban,36.7054443359375,41.60204229068248,44.7412109375,1.085243968810875
2025,Ibadan South-East,core_urban,31.838165283203125,40.60032390044323,43.903778076171875,1.5811675751188807
2025,Ibadan South-West,core_urban,31.209259033203125,40.18204818743495,44.9052734375,1.6226992968094598
2025,Ibadan North,core_urban,31.756134033203125,40.15006730607438,44.43359375,1.8468926979123725
2025,Ibadan North-West,core_urban,28.99609375,39.36417918554845,44.6728515625,2.9325017162298748
2025,Egbeda,peri_urban,28.228759765625,37.234662858164675,45.992218017578125,3.0893167671666637
2025,Ido,peri_urban,28.016815185546875,35.29036558546368,45.987091064453125,2.9991486727781402
2025,Lagelu,peri_urban,28.447509765625,34.92757831369331,44.97021484375,3.704138249854089
2025,Akinyele,peri_urban,28.2509765625,34.56197370200672,44.098602294921875,3.295974966686116
2025,Ona Ara,peri_urban,27.818572998046875,33.44994605513853,48.60186767578125,3.7605361223844826
2025,Oluyole,peri_urban,27.917694091796875,33.310677407449234,44.184051513671875,2.6459105006182297
